WKT,id
"POLYGON ((-13622312.48 4506393.674,-13622866.64 4504129.241,-13622054.51 4501702.363,-13622336.7 4500699.901,-13620628.37 4498576.899,-13621178.77 4496056.135,-13620850.69 4493901.594,-13619861.84 4493897.488,-13619905.81 4489530.952,-13619314.07 4488339.813,-13618317.52 4488701.441,-13615983.9 4488310.236,-13615005.01 4489100.013,-13612911.75 4488366.21,-13612888.41 4494314.066,-13616508.99 4497514.873,-13615602.16 4498927.021,-13617650.42 4501543.218,-13618538.41 4501849.55,-13619271.78 4503718.206,-13620684.15 4505168.724,-13620959.32 4506823.444,-13622312.48 4506393.674))","3"


