067-102-030,087043,0,0,0
067-102-040,087043,0,0,0
067-102-050,087043,0,0,0
067-102-060,087043,0,0,0
067-102-070,087043,6.5,0.74,150.0
067-102-080,087043,0,0,0
067-102-090,087043,0,0,0
067-102-100,087043,54.91,6.32,150.0
067-102-110,087043,2.8,0.32,150.0
067-102-120,087043,0,0,0
067-102-130,087043,0,0,0
067-102-140,087043,0,0,0
067-102-150,087043,1.12,0.13,150.0
067-102-160,087043,0,0,0
067-102-170,087043,0,0,0
067-102-180,087043,57.8,6.65,150.0
067-102-230,087043,0,0,0
067-103-010,087043,126.93,14.6,150.0
067-103-030,087043,4.73,0.54,150.0
067-103-060,087043,0,0,0
067-103-070,087043,2.28,0.26,150.0
067-103-080,087043,0,0,0
067-103-090,087043,0,0,0
067-104-020,087043,47.19,5.43,150.0
067-104-030,087043,0,0,0
067-104-050,087043,47.19,5.43,150.0
067-104-090,087043,0,0,0
067-105-020,087043,17.92,2.06,150.0
067-105-050,087043,0,0,0
067-105-090,087043,61.9,7.12,150.0
067-105-110,087043,2.28,0.26,150.0
067-105-130,087043,0,0,0
067-105-150,087043,0,0,0
067-106-020,087043,0,0,0
067-106-030,087043,2.28,0.26,150.0
067-106-060,087043,0,0,0
067-106-190,087043,0,0,0
067-106-200,087043,15.68,1.8,150.0
067-107-010,087043,48.98,5.63,150.0
067-107-020,087043,0,0,0
067-107-030,087043,0,0,0
067-107-040,087043,0,0,0
067-107-070,087043,296.68,34.14,150.0
067-107-080,087043,0,0,0
067-107-090,087043,2.28,0.26,150.0
067-107-100,087043,0,0,0
067-107-110,087043,0,0,0
067-108-020,087043,4.73,0.54,150.0
067-108-060,087043,0,0,0
067-108-080,087043,0,0,0
067-111-010,087043,19.67,2.26,150.0
067-111-020,087043,0,0,0
067-111-050,087043,0,0,0
067-111-060,087043,589.41,67.84,150.0
067-113-010,Null,0,0,0
067-113-011,087043,0,0,0
067-113-012,087043,0,0,0
067-114-010,087043,0,0,0
067-114-020,087043,4.66,0.53,150.0
067-114-040,087043,0,0,0
067-114-110,087043,0,0,0
067-115-010,087043,0,0,0
067-115-040,087043,2.85,0.32,150.0
067-115-050,087043,0,0,0
067-115-080,087043,0,0,0
067-115-090,087043,0,0,0
067-115-100,087043,21.63,2.48,150.0
067-115-110,087043,0,0,0
067-115-120,087043,0,0,0
067-115-140,087043,2.28,0.26,150.0
067-115-150,087043,0,0,0
067-115-160,087043,0,0,0
067-115-170,087043,0,0,0
067-116-010,087043,0,0,0
067-116-020,087043,0,0,0
067-116-050,087043,0,0,0
067-116-080,087043,12.92,1.48,150.0
067-116-150,087043,0,0,0
067-117-010,087043,0,0,0
067-117-020,087043,78.03,8.98,150.0
067-117-030,087043,0,0,0
067-117-040,087043,2.28,0.26,150.0
067-117-050,087043,0,0,0
067-117-060,087043,20.04,2.3,150.0
067-117-070,087043,401.92,46.26,150.0
067-117-080,087043,0,0,0
067-117-090,087043,104.51,12.02,150.0
067-118-010,087043,6.5,0.74,150.0
067-118-020,087043,2.28,0.26,150.0
067-118-050,087043,0,0,0
067-118-060,087043,0,0,0
067-118-070,087043,0,0,0
067-118-080,087043,0,0,0
067-118-140,087043,0,0,0
067-118-150,087043,0,0,0
067-118-190,087043,0,0,0
067-119-010,087043,6.5,0.74,150.0
067-119-020,087043,198.97,22.9,150.0
067-119-050,087043,21.21,2.44,150.0
067-119-060,087043,0,0,0
067-121-010,087043,0,0,0
067-121-020,087043,0,0,0
067-121-030,087043,0,0,0
067-121-040,087043,0,0,0
067-121-050,087043,0,0,0
067-121-060,087043,0,0,0
067-121-070,087043,0,0,0
067-122-010,087043,54.4,6.26,150.0
067-122-100,087043,2.28,0.26,150.0
067-122-150,087043,0,0,0
067-122-180,087043,0,0,0
067-122-220,087043,0,0,0
067-123-010,087043,0,0,0
067-123-060,087043,0,0,0
067-123-080,087043,54.4,6.26,150.0
067-123-100,087043,54.4,6.26,150.0
067-123-110,087043,4.66,0.53,150.0
067-123-140,087043,0,0,0
067-123-150,087043,0,0,0
067-123-160,087043,28.49,3.27,150.0
067-123-170,087043,0,0,0
067-123-180,087043,100.76,11.59,150.0
067-123-200,087043,132.65,15.26,150.0
067-123-230,087043,0,0,0
067-123-240,087043,0,0,0
067-123-250,087043,0,0,0
067-123-260,087043,0,0,0
067-123-270,087043,63.66,7.32,150.0
067-123-280,087043,0,0,0
067-123-290,087043,11.6,1.33,150.0
067-124-040,087043,0,0,0
067-124-050,087043,0,0,0
067-124-060,087043,0,0,0
067-124-070,087043,4.66,0.53,150.0
067-124-080,087043,0,0,0
067-124-090,087043,2.28,0.26,150.0
067-124-100,087043,40.43,4.65,150.0
067-124-190,087043,0,0,0
067-124-220,Null,0,0,0
067-124-230,087043,0,0,0
067-125-040,087043,0,0,0
067-126-010,087043,0,0,0
067-126-020,087043,0,0,0
067-126-030,087043,2.28,0.26,150.0
067-126-040,087043,0,0,0
067-126-050,087043,0,0,0
067-126-060,087043,64.19,7.38,150.0
067-126-070,087043,0,0,0
067-126-080,087043,4.96,0.57,150.0
067-126-090,087043,7.03,0.8,150.0
067-127-010,087043,0,0,0
067-127-020,087043,26.29,3.02,150.0
067-128-020,087043,0,0,0
067-128-040,087043,0,0,0
067-128-050,087043,14.99,1.72,150.0
067-128-060,087043,0,0,0
067-128-080,087043,0,0,0
067-128-090,087043,9.25,1.06,150.0
067-128-100,087043,0,0,0
067-128-110,087043,0,0,0
067-128-130,087043,0,0,0
067-128-140,087043,0,0,0
067-129-010,087043,0,0,0
067-129-020,087043,26.05,2.99,150.0
067-130-220,087043,0,0,0
067-131-050,087043,8.78,1.01,150.0
067-131-060,087043,0,0,0
067-132-010,087043,0,0,0
067-132-020,087043,214.14,24.64,150.0
067-132-030,087043,0,0,0
067-132-040,087043,15.41,1.77,150.0
067-132-050,087043,5.89,0.67,150.0
067-132-060,087043,0,0,0
067-133-020,087043,10.58,1.21,150.0
067-133-030,087043,8.03,0.92,150.0
067-133-040,087043,28.87,3.32,150.0
067-133-050,087043,0,0,0
067-133-070,087043,0,0,0
067-133-100,087043,0,0,0
067-133-140,087043,0,0,0
067-133-150,087043,0,0,0
067-133-160,087043,0,0,0
067-133-200,087043,0,0,0
067-133-220,087043,0,0,0
067-133-230,087043,0,0,0
067-134-020,087043,3.81,0.43,150.0
067-134-040,087043,9.97,1.14,150.0
067-134-060,087043,0,0,0
067-134-070,087043,0,0,0
067-134-080,087043,0,0,0
067-134-090,087043,0,0,0
067-134-100,087043,0,0,0
067-135-030,087043,0,0,0
067-135-060,087043,0,0,0
067-135-080,087043,0,0,0
067-135-100,087043,9.97,1.14,150.0
067-135-130,087043,4.88,0.56,150.0
067-135-200,087043,66.14,7.61,150.0
067-135-230,087043,0,0,0
067-135-250,087043,0,0,0
067-136-030,087043,0,0,0
067-136-130,087043,0,0,0
067-137-070,087043,4.66,0.53,150.0
067-137-080,087043,8.03,0.92,150.0
067-137-140,087043,0,0,0
067-138-060,087043,12.92,1.48,150.0
067-138-120,087043,0,0,0
067-139-010,087043,0,0,0
067-139-020,087043,0,0,0
067-139-030,087043,0,0,0
067-139-040,087043,0,0,0
067-139-070,087043,0,0,0
067-139-150,087043,4.66,0.53,150.0
067-139-160,087043,0,0,0
067-139-170,087043,12.92,1.48,150.0
067-139-200,087043,0,0,0
067-139-210,087043,0,0,0
067-140-010,087043,3475.44,400.02,150.0
067-140-030,087043,5820.31,669.91,150.0
067-140-040,087043,15713.74,1808.65,150.0
067-140-070,087043,6900.22,794.21,150.0
067-140-090,087043,14188.2,1633.06,150.0
067-140-110,087043,4642.58,534.36,150.0
067-140-120,087043,10275.08,1182.66,150.0
067-140-130,087043,13720.57,1579.23,150.0
067-140-140,087043,13011.2,1497.58,150.0
067-140-150,087043,6606.01,760.35,150.0
067-140-160,087043,17634.77,2029.76,150.0
067-140-170,087043,6038.55,695.03,150.0
067-140-180,087043,966.49,111.24,150.0
067-151-010,087043,0,0,0
067-152-010,087043,0,0,0
067-152-040,087043,259.6,29.87,150.0
067-152-050,087043,27.68,3.18,150.0
067-152-060,087043,0,0,0
067-152-110,087043,0,0,0
067-153-010,087043,0,0,0
067-153-020,087043,4.66,0.53,150.0
067-153-050,087043,110.28,12.69,150.0
067-153-070,Null,0,0,0
067-153-071,087043,0,0,0
067-153-072,087043,0,0,0
067-153-120,087043,0,0,0
067-154-030,087043,12.92,1.48,150.0
067-154-040,087043,0,0,0
067-154-050,087043,0,0,0
067-154-060,087043,0,0,0
067-154-070,087043,0,0,0
067-154-080,087043,12.92,1.48,150.0
067-154-090,087043,81.82,9.41,150.0
067-154-100,087043,0,0,0
067-155-020,087043,0,0,0
067-155-060,087043,0,0,0
067-155-090,087043,0,0,0
067-155-100,087043,0,0,0
067-156-070,087043,71.4,8.21,150.0
067-156-100,087043,0,0,0
067-157-010,087043,2.28,0.26,150.0
067-157-030,087043,8.03,0.92,150.0
067-157-080,087043,0,0,0
067-158-020,087043,8.03,0.92,150.0
067-158-060,087043,82.39,9.48,150.0
067-158-110,087043,0,0,0
067-158-130,087043,0,0,0
067-161-050,087043,140.43,16.16,150.0
067-161-060,087043,116.23,13.37,150.0
067-162-010,087043,154.92,17.83,150.0
067-162-020,087043,53.14,6.11,150.0
067-162-030,087043,13207.7,1520.2,150.0
067-162-050,087043,254.89,29.33,150.0
067-162-060,087043,132.65,15.26,150.0
067-162-070,087043,17.63,2.02,150.0
067-162-080,087043,104.04,11.97,150.0
067-162-090,087043,51.57,5.93,150.0
067-162-100,087043,75.42,8.68,150.0
067-162-110,087043,26.98,3.1,150.0
067-162-120,087043,26.98,3.1,150.0
067-162-130,087043,26.98,3.1,150.0
067-163-100,087043,298.83,34.39,150.0
067-164-190,087043,646.52,74.41,150.0
067-164-210,087043,1859.61,214.04,150.0
067-165-010,087043,10.58,1.21,150.0
067-165-020,087043,446.13,51.34,0
067-165-060,087043,26.05,2.99,150.0
067-165-090,087043,23.64,2.72,150.0
067-165-100,087043,445.8,51.31,150.0
067-166-080,087043,92.85,10.68,150.0
067-166-090,087043,92.85,10.68,150.0
067-166-100,087043,4.66,0.53,150.0
067-166-150,087032,669.97,77.11,150.0
067-166-160,087032,896.53,103.19,150.0
067-166-170,087032,9710.32,1117.65,150.0
067-166-190,087043,9505.59,1094.09,150.0
067-166-200,087043,8196.74,943.44,150.0
067-166-230,087043,3831.5,441.0,150.0
067-166-330,087043,15995.0,1841.02,150.0
067-166-340,087043,4481.68,515.84,0
067-166-350,087043,61.83,7.11,150.0
067-166-360,087043,1087.53,125.17,150.0
067-166-370,087043,1665.6,191.71,150.0
067-167-010,087043,248.73,28.62,150.0
067-167-050,087043,22.13,2.54,150.0
067-167-060,087043,5925.62,682.03,150.0
067-167-070,087043,780.3,89.81,150.0
067-167-080,087043,10517.12,1210.52,150.0
067-167-100,087043,6155.0,708.44,150.0
067-167-130,087032,12540.92,1443.45,150.0
067-167-140,087032,3953.04,454.99,150.0
067-167-190,087043,10790.0,1241.92,150.0
067-167-200,087043,72.82,8.38,150.0
067-167-230,087043,7105.34,817.82,150.0
067-167-240,087043,5686.52,654.51,150.0
067-167-250,087043,109.94,12.65,150.0
067-167-280,087043,1924.74,221.53,150.0
067-167-290,087043,43.74,5.03,150.0
067-167-300,087043,8.78,1.01,150.0
067-167-310,087043,32.82,3.77,150.0
067-167-320,087043,10.58,1.21,150.0
067-167-330,087043,1884.74,216.93,150.0
067-167-340,087043,12744.9,1466.93,150.0
067-167-370,087032,3968.24,456.74,0
067-167-380,087043,147.55,16.98,150.0
067-167-390,087043,153.55,17.67,150.0
067-168-020,087043,22.13,2.54,150.0
067-168-030,087043,571.0,65.72,150.0
067-168-040,087043,2322.54,267.32,150.0
067-168-050,087043,43.74,5.03,150.0
067-168-060,087043,1283.02,147.67,0
067-168-090,087043,7996.01,920.34,150.0
067-168-120,087043,3654.42,420.62,150.0
067-168-130,087043,12394.34,1426.58,150.0
067-168-140,087043,212.24,24.42,150.0
067-168-150,087043,6035.66,694.7,150.0
067-168-160,087043,932.38,107.31,150.0
067-168-210,087043,1393.32,160.37,150.0
067-168-220,087043,2342.94,269.67,150.0
067-168-260,087043,559.92,64.44,150.0
067-168-280,087043,43.74,5.03,150.0
067-168-290,087043,4192.25,482.52,150.0
067-168-300,087043,911.93,104.96,150.0
067-168-310,087043,4821.12,554.91,150.0
067-171-010,087043,0,0,0
067-171-030,087043,0,0,0
067-171-070,087043,335.54,38.62,150.0
067-171-080,087043,18.72,2.15,150.0
067-171-090,087043,2.28,0.26,150.0
067-171-100,087043,0,0,0
067-171-110,087043,0,0,0
067-171-120,087043,74.35,8.55,150.0
067-171-130,087043,74.35,8.55,150.0
067-171-140,087043,263.72,30.35,150.0
067-171-150,087043,255.44,29.4,150.0
067-171-160,087043,0,0,0
067-172-030,087043,0,0,0
067-172-040,087043,0,0,0
067-172-050,087043,8.03,0.92,150.0
067-172-060,087043,0,0,0
067-172-070,087043,100.0,11.51,150.0
067-172-080,087043,300.0,34.53,150.0
067-172-090,087043,0,0,0
067-172-100,087043,0,0,0
067-173-010,087043,2.28,0.26,150.0
067-173-020,087043,80.54,9.27,150.0
067-173-030,087043,129.14,14.86,150.0
067-173-040,087043,100.0,11.51,150.0
067-173-050,087043,0,0,0
067-173-060,087043,100.0,11.51,150.0
067-173-070,087043,2.28,0.26,150.0
067-173-080,087043,300.0,34.53,150.0
067-173-090,087043,100.0,11.51,150.0
067-173-100,087043,200.0,23.02,150.0
067-174-010,087043,0,0,0
067-174-020,087043,1.25,0.14,150.0
067-174-030,087043,0,0,0
067-174-040,087043,300.0,34.53,150.0
067-174-050,087043,550.0,63.3,150.0
067-174-060,087043,550.0,63.3,150.0
067-174-070,087043,400.0,46.04,150.0
067-174-100,087043,1600.0,184.16,150.0
067-174-110,087043,22.13,2.54,150.0
067-174-120,087043,0,0,0
067-174-130,087043,1197.66,137.85,150.0
067-174-140,087043,1197.66,137.85,150.0
067-174-150,087043,131.92,15.18,150.0
067-174-160,087043,0,0,0
067-174-170,087043,10013.44,1152.54,150.0
067-174-180,087043,3337.79,384.17,150.0
067-174-190,087043,32.81,3.77,150.0
067-174-200,087043,0,0,0
067-175-010,087043,0,0,0
067-175-020,087043,82.78,9.52,150.0
067-175-070,087043,2.28,0.26,150.0
067-175-080,087043,128.71,14.81,150.0
067-175-090,087043,20.04,2.3,150.0
067-175-100,087043,102.09,11.75,150.0
067-175-110,087043,204.28,23.51,150.0
067-175-120,087043,2077.89,239.16,150.0
067-175-130,087043,4617.54,531.47,150.0
067-175-140,087043,2597.38,298.95,150.0
067-175-150,087043,235.45,27.1,150.0
067-175-160,087043,3230.0,371.77,150.0
067-175-170,087043,65.53,7.54,150.0
067-175-180,087043,262.7,30.23,150.0
067-175-190,087043,1279.86,147.31,150.0
067-175-200,087043,0,0,0
067-175-210,087043,2.28,0.26,150.0
067-175-230,087043,0,0,0
067-176-090,087043,148.8,17.12,150.0
067-176-200,087043,3570.42,410.95,150.0
067-176-210,087043,1742.53,200.56,0
067-177-010,087043,43.67,5.02,150.0
067-177-020,087043,344.39,39.63,150.0
067-177-090,087043,43.67,5.02,150.0
067-177-100,087043,5291.99,609.1,150.0
067-177-110,087043,49.29,5.67,150.0
067-181-010,087043,7854.15,904.01,150.0
067-181-060,087043,98.78,11.36,150.0
067-181-070,087043,8587.45,988.41,150.0
067-182-100,087043,6040.85,695.3,150.0
067-182-110,087043,0,0,0
067-183-010,087043,7250.0,834.47,150.0
067-183-020,087043,5134.14,590.93,150.0
067-184-030,087043,764.72,88.01,0
067-184-040,087043,3900.03,448.89,150.0
067-184-050,087043,3988.87,459.11,150.0
067-184-060,087043,0,0,0
067-184-070,087043,3.88,0.44,0
067-184-080,087043,3.88,0.44,0
067-184-090,087043,1955.78,225.11,0
067-184-150,087043,54.37,6.25,150.0
067-184-160,087043,3521.36,405.3,150.0
067-184-210,087043,5717.63,658.09,150.0
067-184-220,087043,1784.88,205.43,150.0
067-184-230,087043,9779.1,1125.57,150.0
067-184-250,087043,4602.36,529.73,150.0
067-184-260,087043,33.81,3.89,150.0
067-185-010,087043,66.9,7.7,150.0
067-185-020,087043,85.64,9.85,150.0
067-185-050,087043,98.87,11.37,150.0
067-185-060,087043,0,0,0
067-185-110,087043,12.92,1.48,150.0
067-185-120,087043,0,0,0
067-185-130,087043,21.21,2.44,150.0
067-185-140,087043,821.95,94.6,150.0
067-185-160,087043,0,0,0
067-185-170,087043,0,0,0
067-185-180,087043,61.2,7.04,150.0
067-185-190,087043,61.2,7.04,150.0
067-185-200,087043,0,0,0
067-185-250,087043,554.71,63.84,150.0
067-185-260,087043,237.64,27.35,150.0
067-185-270,087043,3531.56,406.48,150.0
067-185-280,087043,554.71,63.84,150.0
067-185-290,087043,396.13,45.59,150.0
067-185-330,087043,234.22,26.95,150.0
067-185-340,087043,4420.81,508.83,150.0
067-185-350,087043,0,0,0
067-185-360,087043,540.88,62.25,150.0
067-185-380,087043,5621.17,646.99,0
067-186-030,087043,243.49,28.02,150.0
067-186-040,087043,46.58,5.36,150.0
067-186-050,087043,413.08,47.54,150.0
067-186-060,087043,0,0,0
067-186-070,087043,17.08,1.96,150.0
067-186-100,087043,45.02,5.18,150.0
067-186-160,087043,0,0,0
067-186-190,087043,4.66,0.53,150.0
067-186-200,087043,9.97,1.14,150.0
067-186-210,087043,0,0,0
067-186-220,087043,0,0,0
067-186-230,087043,0,0,0
067-186-240,087043,7904.36,909.79,150.0
067-186-250,087043,562.96,64.79,150.0
067-186-260,087043,0,0,0
067-186-280,087043,0,0,0
067-186-290,087043,0,0,0
067-186-300,087043,0,0,0
067-186-320,087043,0,0,0
067-191-010,087013,0,0,0
067-191-020,087043,0,0,0
067-191-030,087043,9907.74,1140.38,150.0
067-191-130,087013,1999.26,230.11,150.0
067-191-150,087013,4137.66,476.24,150.0
067-191-160,087013,3895.6,448.38,150.0
067-191-170,087013,27008.7,3108.7,150.0
067-194-070,087009,275.0,31.65,150.0
067-194-080,087014,268.5,30.9,150.0
067-194-090,087009,1400.0,161.14,150.0
067-194-130,055003,2150.0,0,0
067-194-140,087009,1000.0,115.1,150.0
067-194-150,087009,1250.0,143.87,150.0
067-201-020,087043,6308.96,726.16,150.0
067-201-030,087043,8458.31,973.55,150.0
067-201-040,087043,11074.02,1274.61,150.0
067-201-060,087043,6794.11,782.0,150.0
067-201-120,087043,9672.63,1113.31,150.0
067-201-130,087043,22815.96,2626.11,150.0
067-201-140,087043,7260.49,835.68,150.0
067-201-150,087043,6364.5,732.55,150.0
067-201-190,087043,6658.85,766.43,150.0
067-201-210,087043,1208.36,139.08,150.0
067-201-220,087043,18900.0,2175.39,150.0
067-201-240,087043,6845.86,787.95,150.0
067-201-250,087043,13708.1,1577.8,150.0
067-201-260,087043,5615.29,646.31,150.0
067-202-010,087009,0,0,0
067-211-040,087043,9845.2,1133.18,150.0
067-211-070,087043,614.92,70.77,150.0
067-211-080,087043,1364.73,157.08,150.0
067-211-090,087043,628.13,72.29,150.0
067-211-110,087043,14483.14,1667.0,150.0
067-211-130,087043,15936.6,1834.3,150.0
067-211-140,087043,4252.15,489.42,0
067-211-170,087043,76.8,8.83,150.0
067-211-190,087043,1422.62,163.74,150.0
067-211-220,087043,7822.88,900.41,150.0
067-211-230,087043,2239.56,257.77,150.0
067-211-240,087043,7915.71,911.09,150.0
067-212-010,087043,9080.0,1045.1,150.0
067-212-020,087043,4222.32,485.98,150.0
067-212-030,087043,4954.59,570.27,150.0
067-212-040,087043,2607.01,300.06,150.0
067-212-050,087043,1553.44,178.8,150.0
067-212-060,087043,5950.51,684.9,150.0
067-221-010,087046,2596.63,298.87,150.0
067-222-050,087043,4270.25,491.5,150.0
067-222-070,087043,699.91,80.55,150.0
067-222-080,087043,1559.67,179.51,150.0
067-222-090,087043,7127.81,820.41,150.0
067-222-100,087043,434.64,50.02,150.0
